,PRODUCTOS,Semana17
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 16
4,,13/04 - 19/04
5,FRUTAS,
6,Limón  (€/100 kg),67.12206572769954
7,Naranja  (€/100 kg),55.50848195209011
8,Manzana Golden (€/100 kg),36.87984976903245
9,Aguacate (€/100 kg),221.0180854529241
10,Níspero (€/100 kg),88.35033998613609
11,Plátano (€/100 kg),21.9
12,HORTALIZAS,
13,Acelga (€/100kg),59.539601241182595
14,Alcachofa (€/100kg),63.456094128736865
15,Berenjena (€/100 kg),32.77800503092127
16,Calabacín (€/100 kg),31.3445275198939
17,Cebolla (€/100 kg),26.593719507296555
18,Champiñón (€/100kg),165.07835254247684
19,Coliflor (€/100kg),73.77100762066047
20,Col-repollo (€/100kg),36.66924060553561
21,Escarola (€/100 ud),38.08045425463852
22,Espárrago (€/100kg),162.72353466910639
23,Espinaca (€/100 kg),102.74848530666465
24,Fresa (€/100 kg),85.99999999999999
25,Haba verde (€/100 kg),67.22757923128793
26,Judía verde tipo plana (€/100 kg),152.28761862396206
27,Lechuga Romana (€/100 ud),27.996718929401972
28,Pepino (€/100 kg),18.944251582006505
29,Pimiento verde tipo italiano (€/100 kg),51.57956747357182
30,Puerro (€/100 kg),47.871035998900794
31,Tomate liso (€/100 kg),53.07692629355741
32,Zanahoria (€/100 kg) ,32.294786053441385
33,Patata (€/100 kg) ,52.15139409099466
34,,
35,,
